"","Gene","Product"
"585","CNAG_00626","hypothetical protein"
"586","CNAG_00627","specific transcriptional repressor"
"587","CNAG_00628","hypothetical protein"
"588","CNAG_00632","hypothetical protein"
"589","CNAG_00633","hypothetical protein"
"590","CNAG_00634","hypothetical protein, variant"
"591","CNAG_00634","hypothetical protein"
"592","CNAG_00635","cytoplasmic protein"
"593","CNAG_00636","CDC7 protein kinase"
"594","CNAG_00637","cystathionine beta-synthase"
"595","CNAG_00638","GTPase"
"596","CNAG_00639","hypothetical protein"
"597","CNAG_00640","small subunit ribosomal protein S4-A"
"598","CNAG_00641","transcription elongation factor SPT5"
"599","CNAG_00642","hypothetical protein"
"600","CNAG_00643","hypothetical protein"
"601","CNAG_00644","sphingolipid delta-4 desaturase"
"602","CNAG_00645","2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase"
"603","CNAG_00647","hypothetical protein"
"604","CNAG_00648","esterase/lipase"
"605","CNAG_00649","tryptophan synthase, beta subunit"
"606","CNAG_00650","GRAM domain-containing protein"
"607","CNAG_00651","ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein"
"608","CNAG_00652","hypothetical protein, variant 2"
"609","CNAG_00652","hypothetical protein"
"610","CNAG_00652","hypothetical protein, variant 1"
"611","CNAG_00653","hypothetical protein"
"612","CNAG_00653","hypothetical protein, variant 1"
"613","CNAG_00653","hypothetical protein, variant 2"
"614","CNAG_00654","sulfiredoxin"
"615","CNAG_00655","large subunit acidic ribosomal protein P1"
"616","CNAG_00656","large subunit ribosomal protein L7e"
"617","CNAG_00657","hypothetical protein"
"618","CNAG_00658","hypothetical protein"
"619","CNAG_00659","TFIIH basal transcription factor complex TTD-A subunit"
"620","CNAG_00660","histone deacetylase HOS3"
"621","CNAG_00661","hypothetical protein"
"622","CNAG_00662","carboxymethylenebutenolidase"
"623","CNAG_00663","hypothetical protein"
"624","CNAG_00664","hypothetical protein"
"625","CNAG_00665","DNA topoisomerase 2-associated protein PAT1"
"626","CNAG_00666","nucleoporin nsp1"
"627","CNAG_00667","hypothetical protein"
"628","CNAG_00668","hypothetical protein"
"629","CNAG_00669","hypothetical protein"
"630","CNAG_00670","hypothetical protein"
"631","CNAG_00670","hypothetical protein, variant"
"632","CNAG_00671","cytoplasmic protein"
"633","CNAG_00672","small subunit ribosomal protein S11"
"634","CNAG_00673","cytoplasmic protein"
"635","CNAG_00674","hypothetical protein"
"636","CNAG_00675","carnitine/acyl carnitine carrier, variant"
"637","CNAG_00675","carnitine/acyl carnitine carrier"
"638","CNAG_00676","ESCRT-I complex subunit VPS28"
"639","CNAG_00677","E3 ubiquitin-protein ligase UHRF1"
"640","CNAG_00678","urease accessory protein UreG"
"641","CNAG_00679","hypothetical protein"
"642","CNAG_00680","kinetochore protein Nuf2, variant"
"643","CNAG_00680","kinetochore protein Nuf2"
"644","CNAG_00681","condensin complex subunit 3"
"645","CNAG_00681","condensin complex subunit 3, variant"
"646","CNAG_00682","kinesin"
"647","CNAG_00683","CMGC/CLK protein kinase"
"648","CNAG_00684","ribulose-phosphate 3-epimerase"
"649","CNAG_00685","pre-mRNA-splicing ATP-dependent RNA helicase PRP28"
"650","CNAG_00686","hypothetical protein"
"651","CNAG_00687","hypothetical protein, variant"
"652","CNAG_00687","hypothetical protein"
"653","CNAG_00688","hypothetical protein"
"654","CNAG_00689","beta-1,4-mannosyltransferase"
"655","CNAG_00690","hypothetical protein"
"656","CNAG_00691","hypothetical protein"
"657","CNAG_00692","FAD dependent oxidoreductase"
"658","CNAG_00693","F-box and WD-40 domain-containing protein CDC4"
"659","CNAG_00693","F-box and WD-40 domain-containing protein CDC4, variant"
"660","CNAG_00694","pre-mRNA-splicing factor CLF1"
"661","CNAG_00695","hypothetical protein"
"662","CNAG_00696","alpha-mannosidase"
"663","CNAG_00697","UDP-glucose 4-epimerase"
"664","CNAG_00698","hypothetical protein"
"665","CNAG_00699","transmembrane receptor"
"666","CNAG_00700","phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase"
"667","CNAG_00701","hypothetical protein"
"668","CNAG_00702","hypothetical protein"
"669","CNAG_00703","large subunit ribosomal protein L31e"
"670","CNAG_00704","hypothetical protein, variant"
"671","CNAG_00704","hypothetical protein"
"672","CNAG_00705","RuvB-like helicase 2"
"673","CNAG_00706","RNA-binding protein rnp24"
"674","CNAG_00707","protein SYM1"
"675","CNAG_00708","pre-mRNA-splicing factor SLT11"
"676","CNAG_00709","uracil-DNA glycosylase"
"677","CNAG_00710","glutamine synthetase"
"678","CNAG_00711","hypothetical protein"
"679","CNAG_00712","hypothetical protein"
"680","CNAG_00713","V-type H -transporting ATPase 54 kDa subunit"
"681","CNAG_00714","hypothetical protein"
"682","CNAG_00715","hypothetical protein"
"683","CNAG_00716","cytochrome c"
"684","CNAG_00717","hypothetical protein"
"685","CNAG_00718","chromatin assembly factor 1 subunit B"
"686","CNAG_00719","ribosome biogenesis ATPase"
"687","CNAG_00720","DNA repair protein RAD51"
"688","CNAG_00721","alpha-1,3-mannosyltransferase"
"689","CNAG_00722","large subunit ribosomal protein L27"
"690","CNAG_00723","hypothetical protein"
"691","CNAG_00726","hypothetical protein"
"692","CNAG_00727","mitochondrial protein with role in iron accumulation"
"693","CNAG_00728","dityrosine transporter"
"694","CNAG_00730","ATP-binding cassette transporter"
"695","CNAG_00732","hypothetical protein, variant 1"
"696","CNAG_00732","hypothetical protein"
"697","CNAG_00732","hypothetical protein, variant 2"
"698","CNAG_00733","hypothetical protein"
"699","CNAG_00734","dihydroorotase, homodimeric type, variant"
"700","CNAG_00734","dihydroorotase, homodimeric type"
"701","CNAG_00735","aldehyde dehydrogenase family 7 member A1"
"702","CNAG_00736","exocyst protein"
"703","CNAG_00736","exocyst protein, variant"
"704","CNAG_00737","hypothetical protein"
"705","CNAG_00738","hypothetical protein"
"706","CNAG_00739","hypothetical protein"
"707","CNAG_00740","hypothetical protein"
"708","CNAG_00741","ATP-dependent RNA helicase SUB2"
"709","CNAG_00742","serine palmitoyltransferase"
"710","CNAG_00743","imidazoleglycerol phosphate synthase, cyclase subunit"
"711","CNAG_00744","alpha 1,6-mannosyltransferase"
"712","CNAG_00745","HAL protein kinase"
"713","CNAG_00746","hypothetical protein"
"714","CNAG_00747","succinyl-CoA synthetase beta subunit"
"715","CNAG_00748","hypothetical protein"
"716","CNAG_00749","alternative sulfate transporter"
"717","CNAG_00750","hypothetical protein"
"718","CNAG_00751","hypothetical protein"
"719","CNAG_00752","transducin family protein"
"720","CNAG_00753","hypothetical protein"
"721","CNAG_00754","ATP-binding cassette, sub-family E, member 1"
"722","CNAG_00755","hypothetical protein"
"723","CNAG_00756","hypothetical protein"
"724","CNAG_00757","ubiquitin carboxyl-terminal hydrolase 8"
"725","CNAG_00758","regulatory protein ral2"
"726","CNAG_00759","hypothetical protein"
"727","CNAG_00759","hypothetical protein, variant"
"728","CNAG_00760","methylenetetrahydrofolate reductase"
"729","CNAG_00761","coiled-coil domain-containing protein 12"
"730","CNAG_00762","diphthamide biosynthesis protein 1"
"731","CNAG_00764","ATP-dependent RNA helicase DBP4"
"732","CNAG_00765","hypothetical protein"
"733","CNAG_00766","hypothetical protein"
"734","CNAG_00768","hypothetical protein"
"735","CNAG_00769","STE/STE7 protein kinase"
"736","CNAG_00770","DNA mismatch repair protein MSH2"
"737","CNAG_00771","large subunit ribosomal protein L29"
"738","CNAG_00772","UV excision repair protein Rad23"
"739","CNAG_00773","hypothetical protein"
"740","CNAG_00774","phosphoglycerate dehydrogenase"
"741","CNAG_00775","U3 small nucleolar RNA-associated protein 15"
"742","CNAG_00776","immunoreactive mannoprotein MP88"
"743","CNAG_00777","CCR4-NOT transcriptional complex subunit CAF120"
"744","CNAG_00778","hypothetical protein"
"745","CNAG_00779","large subunit ribosomal protein L27e"
"746","CNAG_00780","hypothetical protein, variant"
"747","CNAG_00780","hypothetical protein"
"748","CNAG_00781","U6 snRNA-associated Sm-like protein LSm3"
"749","CNAG_00782","STE/STE20/Fray protein kinase"
"750","CNAG_00783","hypothetical protein"
"751","CNAG_00784","hypothetical protein"
"752","CNAG_00785","ATP-dependent RNA helicase eIF4A"
"753","CNAG_00786","hypothetical protein"
"754","CNAG_00787","hypothetical protein"
"755","CNAG_00788","NADH dehydrogenase"
"756","CNAG_00789","hypothetical protein"
"757","CNAG_00790","PAP2 domain-containing protein"
"758","CNAG_00791","hypothetical protein"
"759","CNAG_00792","ATP-binding cassette transporter"
"760","CNAG_00793","DNA-directed RNA polymerase I, II, and III subunit RPABC1"
"761","CNAG_00794","hypothetical protein"
"762","CNAG_00795","hypothetical protein"
"763","CNAG_00796","ATP-binding cassette, subfamily B (MDR/TAP), member 1"
"764","CNAG_00797","acetyl-CoA synthetase"
"765","CNAG_00798","hypothetical protein"
"766","CNAG_00799","cellulase"
"767","CNAG_00800","nicotinamidase"
"768","CNAG_00802","calcineurin-binding protein"
"769","CNAG_00803","solute carrier family 24 (sodium/potassium/calcium exchanger), member 6"
"770","CNAG_00804","Gtr1/RagA G protein Gtr1"
"771","CNAG_00805","hypothetical protein"
"772","CNAG_00806","hypothetical protein"
"773","CNAG_00807","hypothetical protein"
"774","CNAG_00808","myosin regulatory light chain cdc4"
"775","CNAG_00809","ATP-dependent RNA helicase ded1"
"776","CNAG_00810","polynucleotide kinase 3'-phosphatase"
"777","CNAG_00811","anthranilate phosphoribosyltransferase"
"778","CNAG_00812","cohesin complex subunit SA-1/2"
"779","CNAG_00813","hypothetical protein"
"780","CNAG_00814","hypothetical protein"
"781","CNAG_00815","MFS transporter, SIT family, siderophore-iron:H symporter"
"782","CNAG_00816","microtubule binding protein"
"783","CNAG_00817","hypothetical protein"
"784","CNAG_00818","hypothetical protein"
"785","CNAG_00819","small subunit ribosomal protein S30"
"786","CNAG_00820","prephenate dehydratase"
"787","CNAG_00821","large subunit ribosomal protein L34e"
"788","CNAG_00822","ribosome assembly protein SQT1"
"789","CNAG_00823","cadmium ion transporter"
"790","CNAG_00824","ubiquitin-conjugating enzyme E2 2"
"791","CNAG_00825","solute carrier family 25 (mitochondrial folate transporter), member 32"
"792","CNAG_00826","dihydroxyacetone kinase"
"793","CNAG_00827","ribose 5-phosphate isomerase"
"794","CNAG_00828","pathway-specific nitrogen regulator"
"795","CNAG_00829","E3 ubiquitin ligase complex SCF subunit sconC"
"796","CNAG_00830","hypothetical protein"
"797","CNAG_00831","nucleoside-diphosphate-sugar epimerase"
"798","CNAG_00832","D-lactate dehydrogenase"
"799","CNAG_00834","phosphatidylserine decarboxylase"
"800","CNAG_00834","phosphatidylserine decarboxylase, variant"
"801","CNAG_00835","hypothetical protein"
"802","CNAG_00836","2-hydroxyacid dehydrogenase"
"803","CNAG_00837","hypothetical protein"
"804","CNAG_00838","hypothetical protein"
"805","CNAG_00839","mitochondrial protein"
"806","CNAG_00840","hypothetical protein"
"807","CNAG_00841","hypothetical protein"
"808","CNAG_00843","salicylate hydroxylase"
"809","CNAG_00844","hypothetical protein"
"810","CNAG_00845","hypothetical protein"
"811","CNAG_00846","hypothetical protein"
"812","CNAG_00847","hypothetical protein"
"813","CNAG_00848","hypothetical protein"
"814","CNAG_00848","hypothetical protein, variant 1"
"815","CNAG_00848","hypothetical protein, variant 2"
"816","CNAG_00849","hypothetical protein"
"817","CNAG_00850","plant-inducible protein"
"818","CNAG_00851","hypothetical protein"
"819","CNAG_00852","hypothetical protein"
"820","CNAG_00853","exosome complex component RRP43"
"821","CNAG_00854","C-8 sterol isomerase"
"822","CNAG_00855","ligase"
"823","CNAG_00858","hypothetical protein"
"824","CNAG_00859","hypothetical protein"
"825","CNAG_00860","hypothetical protein"
"826","CNAG_00861","3-hydroxyacyl-CoA dehydrogenase"
"827","CNAG_00862","hypothetical protein"
"828","CNAG_00863","flavin-containing monooxygenase"
"829","CNAG_00864","MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13"
"830","CNAG_00865","maltose O-acetyltransferase"
"831","CNAG_00866","transketolase, variant"
"832","CNAG_00866","transketolase"
"833","CNAG_00867","MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13"
"834","CNAG_00867","MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13, variant 1"
"835","CNAG_00867","MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13, variant 2"
"836","CNAG_00869","ATP-binding cassette transporter"
"837","CNAG_00870","hypothetical protein, variant 2"
"838","CNAG_00870","hypothetical protein"
"839","CNAG_00870","hypothetical protein, variant 1"
"840","CNAG_00871","hypothetical protein, variant"
"841","CNAG_00871","hypothetical protein"
"842","CNAG_00872","ATP-dependent DNA helicase"
"843","CNAG_00873","hypothetical protein"
"844","CNAG_00874","multisite-specific tRNA:(cytosine-C5)-methyltransferase"
"845","CNAG_00875","rab family protein"
"846","CNAG_00876","ferric-chelate reductase"
"847","CNAG_00877","adenylate kinase"
"848","CNAG_00877","adenylate kinase, variant"
"849","CNAG_00878","hypothetical protein"
"850","CNAG_00879","glutamate dehydrogenase"
"851","CNAG_00883","transcription factor"
"852","CNAG_00884","exocyst complex component protein"
"853","CNAG_00885","hypothetical protein"
"854","CNAG_00886","adenosylhomocysteinase"
"855","CNAG_00887","hypothetical protein"
"856","CNAG_00888","calcineurin subunit B"
"857","CNAG_00889","hypothetical protein, variant"
"858","CNAG_00889","hypothetical protein"
"859","CNAG_00890","hypothetical protein"
"860","CNAG_00891","ATP-binding cassette, subfamily F, member 2"
"861","CNAG_00892","hypothetical protein"
"862","CNAG_00893","hypothetical protein, variant"
"863","CNAG_00893","hypothetical protein"
"864","CNAG_00894","hypothetical protein"
"865","CNAG_00895","solute carrier family 39 (zinc transporter), member 1/2/3"
"866","CNAG_00896","transcription factor"
"867","CNAG_00897","glucosidase"
"868","CNAG_00898","multidrug efflux pump"
"869","CNAG_00899","hypothetical protein"
"870","CNAG_00900","hypothetical protein"
"871","CNAG_00901","hypothetical protein"
"872","CNAG_00902","hypothetical protein"
"873","CNAG_00903","hypothetical protein, variant 2"
"874","CNAG_00903","hypothetical protein"
"875","CNAG_00903","hypothetical protein, variant 1"
"876","CNAG_00904","aflatoxin efflux pump AFLT"
"877","CNAG_00905","MFS transporter"
"878","CNAG_00906","nucleolar pre-ribosomal-associated protein 1"
"879","CNAG_00906","nucleolar pre-ribosomal-associated protein 1, variant"
"880","CNAG_00907","hypothetical protein, variant"
"881","CNAG_00907","hypothetical protein"
"882","CNAG_00908","hypothetical protein"
"883","CNAG_00909","phosphopantothenoylcysteine decarboxylase"
"884","CNAG_00911","phytanoyl-CoA dioxygenase"
"885","CNAG_00914","glucosidase"
"886","CNAG_00915","hypothetical protein, variant"
"887","CNAG_00915","hypothetical protein"
"888","CNAG_00916","transcription factor"
"889","CNAG_00917","alkylbase DNA N-glycosylase"
"890","CNAG_00919","carboxypeptidase D"
"891","CNAG_00920","YjeF family protein"
"892","CNAG_00921","glutathione transferase"
"893","CNAG_00922","hypothetical protein"
"894","CNAG_00923","membrane protein"
"895","CNAG_00925","hypothetical protein, variant"
"896","CNAG_00926","alpha-1,3/alpha-1,6-mannosyltransferase"
"897","CNAG_00927","guanyl nucleotide binding protein"
"898","CNAG_00928","peptidase"
"899","CNAG_00929","hypothetical protein"
"900","CNAG_00930","argininosuccinate synthase"
"901","CNAG_00931","protein transporter"
"902","CNAG_00932","hypothetical protein"
"903","CNAG_00933","hypothetical protein"
"904","CNAG_00934","allantoinase"
"905","CNAG_00935","DNA-binding protein"
"906","CNAG_00936","lipid particle protein, variant"
"907","CNAG_00936","lipid particle protein"
"908","CNAG_00937","hypothetical protein"
"909","CNAG_00938","hypothetical protein"
"910","CNAG_00939","glucan 1,3-beta-glucosidase"
"911","CNAG_00940","exosome complex exonuclease DIS3/RRP44"
"912","CNAG_00960","ATP-dependent RNA helicase DHX8/PRP22"
"913","CNAG_00961","hypothetical protein"
"914","CNAG_00964","hypothetical protein"
"915","CNAG_00966","aromatic-L-amino-acid decarboxylase"
"916","CNAG_00967","hypothetical protein"
"917","CNAG_00968","hypothetical protein"
"918","CNAG_00968","hypothetical protein, variant"
"919","CNAG_00969","hypothetical protein"
"920","CNAG_00970","phosphatidate cytidylyltransferase"
"921","CNAG_00971","vacuolar fusion protein MON1"
"922","CNAG_00972","hypothetical protein"
"923","CNAG_00973","hypothetical protein"
"924","CNAG_00974","beta-lactamase"
